Field Key,Extent,Age as at 31/03/24,Field Key,Month,Yield_Month,Green_Leaf_Month,Extend,VP/SD_m,Date Last Pruned_m,10/1/2025 0:00,% on Divisional Extent,Plucking Round - Months,GL/Ha/Rd -Month,GL/Ha/Rd - Todate,Nitrogen per Hect- Month,Last 12 Months Nitrogen,Last 12 Months YPH - Nitrogen,Last 12 Months Nitrogen Ratio,PH Value,Foilar spraying Rounds,Plucking Average - Month,Plucking Average - Todate,LPH - Month,LPH - Todate,Green Leaf Todate,Extent Plucked To Date,Plucker To date,Wedding Date,Weeding Days,FERTILIZER_Less than 800,FERTILIZER_800 - 1400,FERTILIZER_1400-1900,FERTILIZER_1900,Yeild_Total,Green Leaf_Total,Month,Year,AirTemp_Max,AirTemp_Min,SoilTemp_Morning,SoilTemp_Afternoon,RH_Morning,RH_Afternoon,Sunshine,Evaporation,Rainfall,WetDays
2,5.24,36,2,May,188.356377,4367.283573,5.24,VP,"Jan,2025",2,0.0369,11,0,5.22152,0,80,718.544696,12.94498382,4.39,0,0,21.56923077,0,4.510756419,6491.657728,58,260,45945,16,250,1625,4,6500,2126.131845,49297.08698,May,2023,26.1,15.2,22.9,26.6,86,83,6.3,56.25,132.3,10
2A,6.5,31,2A,May,188.356377,5417.431912,6.5,VP,"Jan 2025,",2,0.0458,16,0,5.765594,0,80,1069.678188,8.695652174,4.66,0,0,20.91505792,0,4.980769231,12541.12336,104,518,45934,27,250,577.5,3,1732.5,2074.961034,59679.21195,May,2023,26.1,15.2,22.9,26.6,86,83,6.3,56.25,132.3,10
3,5,37,3,May,253.467223,5607.78802,5,VP,"Aug, 2024",15,0.035201352,21,8.180168,8.781002,160,240,1749.853993,15.94684385,5.42,2,24.03773585,24.3992467,7.066666667,7.585714286,22496.23329,105,796.5,45799,162,250,1310,4,5240,1740.319905,38503.38123,May,2023,26.1,15.2,22.9,26.6,86,83,6.3,56.25,132.3,10
4,8.09,17,4,May,230.213349,8240.978904,8.09,VP,"Nov,2022",35,0.056955787,16,8.227482,12.229436,160,240,2216.09416,12.59181532,4.75,1,20.74782609,26.17769653,7.107540173,10.56474042,41438.72385,129.44,1367.5,45840,121,310,1550,4,6200,2529.18213,90537.48034,May,2023,26.1,15.2,22.9,26.6,86,83,6.3,56.25,132.3,10
5A/1,5.7,31,5A/1,May,209.284863,5278.523402,5.7,VP,"Sep,2021",49,0.040129541,20,5.686313,9.67181,0,80,2123.078665,4.381161008,4.381161008,1,22.82142857,23.89186352,4.912280702,8.355263158,26342.84146,114,952.5,45783,44,310,2507.9,3,7523.7,2366.183635,59679.21195,May,2023,26.1,15.2,22.9,26.6,86,83,6.3,56.25,132.3,10
5A/2,7.62,29,5A/2,May,219.749106,7409.379954,7.62,VP,"Nov,2021",47,0.05364686,19,4.526983,9.350595,0,80,1878.912992,4.95049505,5,0,18.43624161,24.38905515,3.910761155,8.077773173,33017.39539,144.78,1169.5,45783,81,310,1767,4,7068,2383.064297,80350.85623,May,2023,26.1,15.2,22.9,26.6,86,83,6.3,56.25,132.3,10
5B/1,4.18,30,5B/1,May,230.213349,4258.008878,4.18,VP,"May,2024",17,0.02942833,34,4.984755,6.239089,240,400,2283.530393,20.36659878,5.35,1,28.82407407,28.95953003,4.306220096,5.389811427,25678.39575,142.12,766,45765,196,310,2362.2,4,9448.8,2655.280837,49111.87563,May,2023,26.1,15.2,22.9,26.6,86,83,6.3,56.25,132.3,10
6A/1,2,12,6A/1,May,230.213349,2037.324822,2,VP,"Apr,2023",30,0.014080541,33,5.401998,8.032841,160,400,2974.170441,15.63721658,3.97,2,26.64285714,29.48689956,4.666666667,6.939393939,15632.99529,66,458,45818,143,310,1116,4,4464,2761.397497,24437.60834,May,2023,26.1,15.2,22.9,26.6,86,83,6.3,56.25,132.3,10
6A/2,2,36,6A/2,May,546.466031,4836.074072,2,VP,"Feb,2025",8,0.0141,26,6.752497,7.49082,160,240,1968.440405,14.1760189,4.85,3,21.84285714,20.23774146,5.833333333,6.471153846,7883.057975,52,336.5,45911,50,310,923.8,4,3695.2,3991.527414,35323.91976,May,2023,26.1,15.2,22.9,26.6,86,83,6.3,56.25,132.3,10
6A/2/1,2,42,6A/2/1,May,0,0,2,VP,"May,2024",17,0.014080541,28,7.620675,11.451684,240,480,2875.341478,19.40962394,4.3,3,25.21518987,23.84115523,6.583333333,9.892857143,15289.19673,56,554,45779,182,310,620,4,2480,1617.306913,14312.72135,May,2023,26.1,15.2,22.9,26.6,86,83,6.3,56.25,132.3,10
6B/2/3,3,30,6B/2/3,May,334.855781,4445.072338,3,VP,"Oct,2021",48,0.021120811,33,9.183396,12.195419,160,400,3436.922527,13.53179973,4.03,2,22.09243697,22.56088207,7.933333333,10.53535354,27238.80135,99,1043,45783,249,310,1295.8,4,5183.2,3720.619785,49389.69265,May,2023,26.1,15.2,22.9,26.6,86,83,6.3,56.25,132.3,10
6B/4,3,17,6B/4,May,298.23093,3958.892551,3,VP,"Feb,2025",8,0.0227,23,3.464351,3.396829,140,300,1387.093564,25.14668902,4.96,1,29.36206897,22.25229358,2.992776058,2.93444609,5615.37654,74,218,45905,56,310,930,4,3720,3313.676996,43987.69502,May,2023,26.1,15.2,22.9,26.6,86,83,6.3,56.25,132.3,10
7,3,12,7,May,230.213349,3055.987233,3,VP,"Apr,2023",30,0.021120811,35,5.337688,6.41625,160,480,2990.448153,18.66251944,4.52,1,28.19277108,34.57216495,4.611111111,5.542857143,23291.48451,105,582,45783,178,310,620,4,2480,2596.294994,34464.7449,May,2023,26.1,15.2,22.9,26.6,86,83,6.3,56.25,132.3,10
1-Jul,3.73,7,1-Jul,May,146.499404,2417.934141,3.73,VP,"Sep,2023",23,0.026260208,35,4.758558,7.687583,160,400,2964.868892,15.68627451,4.38,2,29.64130435,28.727797,4.110813226,6.641133665,28831.61894,130.55,867,45788,173,250,567.5,3,1702.5,1651.773144,27262.08139,May,2023,26.1,15.2,22.9,26.6,86,83,6.3,56.25,132.3,10
7A,1.54,43,7A,May,0,0,1.54,SD,"Oct,2024",12,0.010842016,35,5.712688,5.175781,160,160,1263.848033,14.71941122,14.71941122,3,25.68421053,24.54356846,4.935064935,4.471243043,6847.032,53.9,241,45783,301,250,600,4,2400,572.39259,3900.448082,May,2023,26.1,15.2,22.9,26.6,86,83,6.3,56.25,132.3,10
1-Aug,6,12,1-Aug,May,209.284863,5556.340423,6,VP,"Apr,2023",30,0.042241622,23,9.742889,12.242571,160,240,2911.384982,9.584664537,4.35,2,21.90594059,27.37923947,8.416666667,10.57608696,46256.53402,138,1459.5,45947,14,310,620,4,2480,2367.050556,62843.23914,May,2023,26.1,15.2,22.9,26.6,86,83,6.3,56.25,132.3,10
2-Aug,6.55,6,2-Aug,May,209.284863,6065.671628,6.55,VP,"Oct,2023",24,0.046113771,18,8.011687,10.56443,160,240,2092.848629,13.33333333,5.11,2,23.34558824,28.94423792,6.921119593,9.126378287,36051.38878,117.9,1076,45884,77,310,1860,4,7440,2325.387366,67396.35143,May,2023,26.1,15.2,22.9,26.6,86,83,6.3,56.25,132.3,10
9,6.45,18,9,May,115.106675,3285.186275,6.45,SD,"Oct,2022",36,0.045409744,22,7.492804,9.042758,160,160,2117.265197,8.786381109,8.786381109,1,20.30538922,23.18899414,6.472868217,7.811839323,29755.36054,141.9,1108.5,45783,55,250,385,4,1540,1278.963051,36502.06972,May,2023,26.1,15.2,22.9,26.6,86,83,6.3,56.25,132.3,10
9A,2,18,9A,May,209.284863,1852.113474,2,SD,Nov.2022,36,0.014080541,21,10.996924,13.449872,80,240,2583.505364,10.80108011,10.80108011,2,19.76315789,23.40163934,9.5,11.61904762,13219.45992,42,488,45783,23,180,1161,3,3483,2325.387366,20579.0386,May,2023,26.1,15.2,22.9,26.6,86,83,6.3,56.25,132.3,10
9A/2,2.4,23,9A/2,May,15.696365,166.690213,2.4,VP,Rev 2022,41,0.016896649,4,0,9.646424,40,40,80.225864,57.97101449,4.82,0,0,0,0,0,262.768599,9.6,80,45783,53,180,225,4,900,174.404052,1852.113474,May,2023,26.1,15.2,22.9,26.6,86,83,6.3,56.25,132.3,10
10,2.67,35,10,Jun,261.606079,3090.71436,2.67,SD,Feb.2025,8,0.018797522,17,5.58192,5.967649,140,220,1795.199046,14.24870466,14.24870466,3,25.04854369,22.5042735,4.822097378,5.155320555,6095.768472,45.39,234,45783,178,180,360,3,1080,2906.734207,34341.27067,Jun,2023,24.2,16.5,23.7,26.2,92,84,3.4,37.65,129.4,12
10/2A,3.6,37,10/2A,Jun,158.513905,2525.048037,3.6,VP,"June.,2024",17,0.025344973,23,8.253052,9.988942,160,320,2046.340882,18.18181818,5.72,2,30.42857143,24.89293212,7.12962963,8.629227053,20588.55641,82.8,714.5,45939,22,250,750,3,2250,1133.238776,18051.93266,Jun,2023,24.2,16.5,23.7,26.2,92,84,3.4,37.65,129.4,12
3-Oct,2,12,3-Oct,Jun,209.284863,1852.113474,2,VP,"Apr,2023",30,0.014080541,27,10.418138,10.996924,160,400,2879.992253,16.14856681,4.4,3,24.55555556,27.34697856,9,9.5,16239.56246,54,513,45824,137,310,1317.5,4,5270,2325.387366,20579.0386,Jun,2023,24.2,16.5,23.7,26.2,92,84,3.4,37.65,129.4,12
4-Oct,1.25,48,4-Oct,Jun,0,0,1.25,VP,"June,2024",17,0.008800338,21,12.038738,10.803995,160,320,2175.399881,17.10315339,4.39,3,17.35897436,25.12244898,10.4,9.333333333,7124.849022,26.25,245,45918,43,250,500,4,2000,1307.100238,7229.6735,Jun,2023,24.2,16.5,23.7,26.2,92,84,3.4,37.65,129.4,12
11,6.48,31,11,Jun,230.213349,6600.932423,6.48,VP,Oct.2024,14,0.045620952,35,5.478216,6.895407,160,240,1352.212753,20.63628547,5.11,1,21.06521739,21.63508512,4.732510288,5.956790123,33834.64046,226.8,1351,45788,173,310,2030.5,4,8122,2557.926103,73343.69358,Jun,2023,24.2,16.5,23.7,26.2,92,84,3.4,37.65,129.4,12
1-Nov,2.98,6,1-Nov,Jun,326.334563,4303.076972,2.98,VP,"Oct,2023",23,0.020980006,22,12.30081,18.539498,160,320,3489.243743,10.6631123,5.46,2,21.06315789,23.67047619,10.62639821,16.01586333,28770.26768,65.56,1050,45903,58,310,2008.8,4,8035.2,2559.486765,33749.62331,Jun,2023,24.2,16.5,23.7,26.2,92,84,3.4,37.65,129.4,12
11/1A,2.27,24,11/1A,Jun,292.998808,2943.008311,2.27,VP,"Apr,2022",42,0.015981414,20,13.088541,20.971412,80,240,3805.496424,7.332722273,4.99,1,22.46753247,21.19513678,11.30690162,18.11674009,20179.93387,45.4,822.5,45783,52,310,930,4,3720,3255.542312,32700.09234,Jun,2023,24.2,16.5,23.7,26.2,92,84,3.4,37.65,129.4,12
12,6.39,17,12,Jun,167.42789,4734.00204,6.39,SD,"Nov,2022",35,0.044987328,34,4.679799,6.063315,160,400,2044.015495,22.75312856,22.75312856,1,19.72258065,24.73989455,4.04277517,5.23796373,32590.25172,217.26,1138,45783,183,250,667.5,4,2670,1860.309893,52600.02267,Jun,2023,24.2,16.5,23.7,26.2,92,84,3.4,37.65,129.4,12
1-Dec,4.25,7,1-Dec,Jun,292.998808,5510.037586,4.25,VP,"Oct,2023",24,0.029921149,25,16.001716,19.071321,320,560,5163.522646,12.60977257,4.56,3,24.52765957,27.20936875,13.82352941,16.47529412,55135.10299,106.25,1750.5,45931,30,310,1156.3,4,4625.2,3255.542312,61222.63985,Jun,2023,24.2,16.5,23.7,26.2,92,84,3.4,37.65,129.4,12
1A/1,4,21,1A/1,Jun,235.445471,4167.255317,4,VP,"Jul,2022",38,0.028161081,22,9.067639,10.904844,160,320,2734.655542,13.60544218,6.08,3,18.40425532,25.09167672,7.833333333,9.420454545,24078.63274,88,829,45931,23,200 Kgs.,180,250,310,2732.330155,48360.74072,Jun,2023,24.2,16.5,23.7,26.2,92,84,3.4,37.65,129.4,12
1A/2,4.09,23,1A/2,Jun,167.42789,3030.057644,4.09,VP,"Apr,2022",40,0.028794706,22,7.358642,10.735641,80,320,2243.998808,16.58031088,5.03,3,17.88461538,23.10245656,6.356968215,9.274283174,22316.8098,89.98,834.5,45931,30,250,1000,3,3000,2068.969346,37443.56074,Jun,2023,24.2,16.5,23.7,26.2,92,84,3.4,37.65,129.4,12
1B/1,2.31,23,1B/1,Jun,167.42789,1711.35285,2.31,VP,"May,2022",40,0.016263025,19,12.277267,10.404687,80,240,1997.507747,13.96973225,4.53,2,23.18367347,25.49809886,10.60606061,8.988380041,11644.0059,43.89,394.5,,80,250,1022.5,3,3067.5,2162.308252,22101.88746,Jun,2023,24.2,16.5,23.7,26.2,92,84,3.4,37.65,129.4,12
2,5.24,36,2,Jun,188.356377,4367.283573,5.24,VP,"Jan,2025",2,0.0369,11,0,5.22152,0,80,718.544696,12.94498382,4.39,0,0,21.56923077,0,4.510756419,6491.657728,58,260,45945,16,250,1625,4,6500,2126.131845,49297.08698,Jun,2023,24.2,16.5,23.7,26.2,92,84,3.4,37.65,129.4,12
2A,6.5,31,2A,Jun,188.356377,5417.431912,6.5,VP,"Jan 2025,",2,0.0458,16,0,5.765594,0,80,1069.678188,8.695652174,4.66,0,0,20.91505792,0,4.980769231,12541.12336,104,518,45934,27,250,577.5,3,1732.5,2074.961034,59679.21195,Jun,2023,24.2,16.5,23.7,26.2,92,84,3.4,37.65,129.4,12
3,5,37,3,Jun,253.467223,5607.78802,5,VP,"Aug, 2024",15,0.035201352,21,8.180168,8.781002,160,240,1749.853993,15.94684385,5.42,2,24.03773585,24.3992467,7.066666667,7.585714286,22496.23329,105,796.5,45799,162,250,1310,4,5240,1740.319905,38503.38123,Jun,2023,24.2,16.5,23.7,26.2,92,84,3.4,37.65,129.4,12
4,8.09,17,4,Jun,230.213349,8240.978904,8.09,VP,"Nov,2022",35,0.056955787,16,8.227482,12.229436,160,240,2216.09416,12.59181532,4.75,1,20.74782609,26.17769653,7.107540173,10.56474042,41438.72385,129.44,1367.5,45840,121,310,1550,4,6200,2529.18213,90537.48034,Jun,2023,24.2,16.5,23.7,26.2,92,84,3.4,37.65,129.4,12
5A/1,5.7,31,5A/1,Jun,209.284863,5278.523402,5.7,VP,"Sep,2021",49,0.040129541,20,5.686313,9.67181,0,80,2123.078665,4.381161008,4.381161008,1,22.82142857,23.89186352,4.912280702,8.355263158,26342.84146,114,952.5,45783,44,310,2507.9,3,7523.7,2366.183635,59679.21195,Jun,2023,24.2,16.5,23.7,26.2,92,84,3.4,37.65,129.4,12
5A/2,7.62,29,5A/2,Jun,219.749106,7409.379954,7.62,VP,"Nov,2021",47,0.05364686,19,4.526983,9.350595,0,80,1878.912992,4.95049505,5,0,18.43624161,24.38905515,3.910761155,8.077773173,33017.39539,144.78,1169.5,45783,81,310,1767,4,7068,2383.064297,80350.85623,Jun,2023,24.2,16.5,23.7,26.2,92,84,3.4,37.65,129.4,12
5B/1,4.18,30,5B/1,Jun,230.213349,4258.008878,4.18,VP,"May,2024",17,0.02942833,34,4.984755,6.239089,240,400,2283.530393,20.36659878,5.35,1,28.82407407,28.95953003,4.306220096,5.389811427,25678.39575,142.12,766,45765,196,310,2362.2,4,9448.8,2655.280837,49111.87563,Jun,2023,24.2,16.5,23.7,26.2,92,84,3.4,37.65,129.4,12
6A/1,2,12,6A/1,Jun,230.213349,2037.324822,2,VP,"Apr,2023",30,0.014080541,33,5.401998,8.032841,160,400,2974.170441,15.63721658,3.97,2,26.64285714,29.48689956,4.666666667,6.939393939,15632.99529,66,458,45818,143,310,1116,4,4464,2761.397497,24437.60834,Jun,2023,24.2,16.5,23.7,26.2,92,84,3.4,37.65,129.4,12
6A/2,2,36,6A/2,Jun,488.331347,4321.598107,2,VP,"Feb,2025",8,0.0141,26,6.752497,7.49082,160,240,1968.440405,14.1760189,4.85,3,21.84285714,20.23774146,5.833333333,6.471153846,7883.057975,52,336.5,45911,50,310,923.8,4,3695.2,3991.527414,35323.91976,Jun,2023,24.2,16.5,23.7,26.2,92,84,3.4,37.65,129.4,12
6A/2/1,2,42,6A/2/1,Jun,0,0,2,VP,"May,2024",17,0.014080541,28,7.620675,11.451684,240,480,2875.341478,19.40962394,4.3,3,25.21518987,23.84115523,6.583333333,9.892857143,15289.19673,56,554,45779,182,310,620,4,2480,1617.306913,14312.72135,Jun,2023,24.2,16.5,23.7,26.2,92,84,3.4,37.65,129.4,12
6B/2/3,3,30,6B/2/3,Jun,334.855781,4445.072338,3,VP,"Oct,2021",48,0.021120811,33,9.183396,12.195419,160,400,3436.922527,13.53179973,4.03,2,22.09243697,22.56088207,7.933333333,10.53535354,27238.80135,99,1043,45783,249,310,1295.8,4,5183.2,3720.619785,49389.69265,Jun,2023,24.2,16.5,23.7,26.2,92,84,3.4,37.65,129.4,12
6B/4,3,17,6B/4,Jun,298.23093,3958.892551,3,VP,"Feb,2025",8,0.0227,23,3.464351,3.396829,140,300,1387.093564,25.14668902,4.96,1,29.36206897,22.25229358,2.992776058,2.93444609,5615.37654,74,218,45905,56,310,930,4,3720,3313.676996,43987.69502,Jun,2023,24.2,16.5,23.7,26.2,92,84,3.4,37.65,129.4,12
7,3,12,7,Jun,268.582241,3565.318438,3,VP,"Apr,2023",30,0.021120811,35,5.337688,6.41625,160,480,2990.448153,18.66251944,4.52,1,28.19277108,34.57216495,4.611111111,5.542857143,23291.48451,105,582,45783,178,310,620,4,2480,2596.294994,34464.7449,Jun,2023,24.2,16.5,23.7,26.2,92,84,3.4,37.65,129.4,12
1-Jul,3.73,7,1-Jul,Jun,146.499404,2417.934141,3.73,VP,"Sep,2023",23,0.026260208,35,4.758558,7.687583,160,400,2964.868892,15.68627451,4.38,2,29.64130435,28.727797,4.110813226,6.641133665,28831.61894,130.55,867,45788,173,250,567.5,3,1702.5,1651.773144,27262.08139,Jun,2023,24.2,16.5,23.7,26.2,92,84,3.4,37.65,129.4,12
7A,1.54,43,7A,Jun,0,0,1.54,SD,"Oct,2024",12,0.010842016,35,5.712688,5.175781,160,160,1263.848033,14.71941122,14.71941122,3,25.68421053,24.54356846,4.935064935,4.471243043,6847.032,53.9,241,45783,301,250,600,4,2400,572.39259,3900.448082,Jun,2023,24.2,16.5,23.7,26.2,92,84,3.4,37.65,129.4,12
1-Aug,6,12,1-Aug,Jun,209.284863,5556.340423,6,VP,"Apr,2023",30,0.042241622,23,9.742889,12.242571,160,240,2911.384982,9.584664537,4.35,2,21.90594059,27.37923947,8.416666667,10.57608696,46256.53402,138,1459.5,45947,14,310,620,4,2480,2367.050556,62843.23914,Jun,2023,24.2,16.5,23.7,26.2,92,84,3.4,37.65,129.4,12
2-Aug,6.55,6,2-Aug,Jun,209.284863,6065.671628,6.55,VP,"Oct,2023",24,0.046113771,18,8.011687,10.56443,160,240,2092.848629,13.33333333,5.11,2,23.34558824,28.94423792,6.921119593,9.126378287,36051.38878,117.9,1076,45884,77,310,1860,4,7440,2325.387366,67396.35143,Jun,2023,24.2,16.5,23.7,26.2,92,84,3.4,37.65,129.4,12
9,6.45,18,9,Jun,115.106675,3285.186275,6.45,SD,"Oct,2022",36,0.045409744,22,7.492804,9.042758,160,160,2117.265197,8.786381109,8.786381109,1,20.30538922,23.18899414,6.472868217,7.811839323,29755.36054,141.9,1108.5,45783,55,250,385,4,1540,1278.963051,36502.06972,Jun,2023,24.2,16.5,23.7,26.2,92,84,3.4,37.65,129.4,12
9A,2,18,9A,Jun,209.284863,1852.113474,2,SD,Nov.2022,36,0.014080541,21,10.996924,13.449872,80,240,2583.505364,10.80108011,10.80108011,2,19.76315789,23.40163934,9.5,11.61904762,13219.45992,42,488,45783,23,180,1161,3,3483,2325.387366,20579.0386,Jun,2023,24.2,16.5,23.7,26.2,92,84,3.4,37.65,129.4,12
9A/2,2.4,23,9A/2,Jun,15.696365,166.690213,2.4,VP,Rev 2022,41,0.016896649,4,0,9.646424,40,40,80.225864,57.97101449,4.82,0,0,0,0,0,262.768599,9.6,80,45783,53,180,225,4,900,174.404052,1852.113474,Jun,2023,24.2,16.5,23.7,26.2,92,84,3.4,37.65,129.4,12
10,2.67,35,10,Jul,203.471395,2403.888947,2.67,SD,Feb.2025,8,0.018797522,17,5.58192,5.967649,140,220,1795.199046,14.24870466,14.24870466,3,25.04854369,22.5042735,4.822097378,5.155320555,6095.768472,45.39,234,45783,178,180,360,3,1080,2906.734207,34341.27067,Jul,2023,23.2,15.9,21.7,24.5,91,83,4.2,44.79,244.2,11
10/2A,3.6,37,10/2A,Jul,134.484903,2142.277919,3.6,VP,"June.,2024",17,0.025344973,23,8.253052,9.988942,160,320,2046.340882,18.18181818,5.72,2,30.42857143,24.89293212,7.12962963,8.629227053,20588.55641,82.8,714.5,45939,22,250,750,3,2250,1133.238776,18051.93266,Jul,2023,23.2,15.9,21.7,24.5,91,83,4.2,44.79,244.2,11
3-Oct,2,12,3-Oct,Jul,162.777116,1440.532702,2,VP,"Apr,2023",30,0.014080541,27,10.418138,10.996924,160,400,2879.992253,16.14856681,4.4,3,24.55555556,27.34697856,9,9.5,16239.56246,54,513,45824,137,310,1317.5,4,5270,2325.387366,20579.0386,Jul,2023,23.2,15.9,21.7,24.5,91,83,4.2,44.79,244.2,11
4-Oct,1.25,48,4-Oct,Jul,113.943981,630.233057,1.25,VP,"June,2024",17,0.008800338,21,12.038738,10.803995,160,320,2175.399881,17.10315339,4.39,3,17.35897436,25.12244898,10.4,9.333333333,7124.849022,26.25,245,45918,43,250,500,4,2000,1307.100238,7229.6735,Jul,2023,23.2,15.9,21.7,24.5,91,83,4.2,44.79,244.2,11
11,6.48,31,11,Jul,179.054827,5134.058551,6.48,VP,Oct.2024,14,0.045620952,35,5.478216,6.895407,160,240,1352.212753,20.63628547,5.11,1,21.06521739,21.63508512,4.732510288,5.956790123,33834.64046,226.8,1351,45788,173,310,2030.5,4,8122,2557.926103,73343.69358,Jul,2023,23.2,15.9,21.7,24.5,91,83,4.2,44.79,244.2,11
1-Nov,2.98,6,1-Nov,Jul,162.777116,2146.393726,2.98,VP,"Oct,2023",23,0.020980006,22,12.30081,18.539498,160,320,3489.243743,10.6631123,5.46,2,21.06315789,23.67047619,10.62639821,16.01586333,28770.26768,65.56,1050,45903,58,310,2008.8,4,8035.2,2559.486765,33749.62331,Jul,2023,23.2,15.9,21.7,24.5,91,83,4.2,44.79,244.2,11
11/1A,2.27,24,11/1A,Jul,227.887962,2289.006464,2.27,VP,"Apr,2022",42,0.015981414,20,13.088541,20.971412,80,240,3805.496424,7.332722273,4.99,1,22.46753247,21.19513678,11.30690162,18.11674009,20179.93387,45.4,822.5,45783,52,310,930,4,3720,3255.542312,32700.09234,Jul,2023,23.2,15.9,21.7,24.5,91,83,4.2,44.79,244.2,11
12,6.39,17,12,Jul,130.221692,3682.001587,6.39,SD,"Nov,2022",35,0.044987328,34,4.679799,6.063315,160,400,2044.015495,22.75312856,22.75312856,1,19.72258065,24.73989455,4.04277517,5.23796373,32590.25172,217.26,1138,45783,183,250,667.5,4,2670,1860.309893,52600.02267,Jul,2023,23.2,15.9,21.7,24.5,91,83,4.2,44.79,244.2,11
1-Dec,4.25,7,1-Dec,Jul,227.887962,4285.584789,4.25,VP,"Oct,2023",24,0.029921149,25,16.001716,19.071321,320,560,5163.522646,12.60977257,4.56,3,24.52765957,27.20936875,13.82352941,16.47529412,55135.10299,106.25,1750.5,45931,30,310,1156.3,4,4625.2,3255.542312,61222.63985,Jul,2023,23.2,15.9,21.7,24.5,91,83,4.2,44.79,244.2,11
1A/1,4,21,1A/1,Jul,183.124255,3241.19858,4,VP,"Jul,2022",38,0.028161081,22,9.067639,10.904844,160,320,2734.655542,13.60544218,6.08,3,18.40425532,25.09167672,7.833333333,9.420454545,24078.63274,88,829,45931,23,200 Kgs.,180,250,310,2732.330155,48360.74072,Jul,2023,23.2,15.9,21.7,24.5,91,83,4.2,44.79,244.2,11
1A/2,4.09,23,1A/2,Jul,130.221692,2356.711501,4.09,VP,"Apr,2022",40,0.028794706,22,7.358642,10.735641,80,320,2243.998808,16.58031088,5.03,3,17.88461538,23.10245656,6.356968215,9.274283174,22316.8098,89.98,834.5,45931,30,250,1000,3,3000,2068.969346,37443.56074,Jul,2023,23.2,15.9,21.7,24.5,91,83,4.2,44.79,244.2,11
1B/1,2.31,23,1B/1,Jul,130.221692,1331.052217,2.31,VP,"May,2022",40,0.016263025,19,12.277267,10.404687,80,240,1997.507747,13.96973225,4.53,2,23.18367347,25.49809886,10.60606061,8.988380041,11644.0059,43.89,394.5,,80,250,1022.5,3,3067.5,2162.308252,22101.88746,Jul,2023,23.2,15.9,21.7,24.5,91,83,4.2,44.79,244.2,11
2,5.24,36,2,Jul,146.499404,3396.776112,5.24,VP,"Jan,2025",2,0.0369,11,0,5.22152,0,80,718.544696,12.94498382,4.39,0,0,21.56923077,0,4.510756419,6491.657728,58,260,45945,16,250,1625,4,6500,2126.131845,49297.08698,Jul,2023,23.2,15.9,21.7,24.5,91,83,4.2,44.79,244.2,11
2A,6.5,31,2A,Jul,146.499404,4213.558154,6.5,VP,"Jan 2025,",2,0.0458,16,0,5.765594,0,80,1069.678188,8.695652174,4.66,0,0,20.91505792,0,4.980769231,12541.12336,104,518,45934,27,250,577.5,3,1732.5,2074.961034,59679.21195,Jul,2023,23.2,15.9,21.7,24.5,91,83,4.2,44.79,244.2,11
3,5,37,3,Jul,318.578069,7048.320722,5,VP,"Aug, 2024",15,0.035201352,21,8.180168,8.781002,160,240,1749.853993,15.94684385,5.42,2,24.03773585,24.3992467,7.066666667,7.585714286,22496.23329,105,796.5,45799,162,250,1310,4,5240,1740.319905,38503.38123,Jul,2023,23.2,15.9,21.7,24.5,91,83,4.2,44.79,244.2,11
4,8.09,17,4,Jul,179.054827,6409.650259,8.09,VP,"Nov,2022",35,0.056955787,16,8.227482,12.229436,160,240,2216.09416,12.59181532,4.75,1,20.74782609,26.17769653,7.107540173,10.56474042,41438.72385,129.44,1367.5,45840,121,310,1550,4,6200,2529.18213,90537.48034,Jul,2023,23.2,15.9,21.7,24.5,91,83,4.2,44.79,244.2,11
5A/1,5.7,31,5A/1,Jul,162.777116,4105.518201,5.7,VP,"Sep,2021",49,0.040129541,20,5.686313,9.67181,0,80,2123.078665,4.381161008,4.381161008,1,22.82142857,23.89186352,4.912280702,8.355263158,26342.84146,114,952.5,45783,44,310,2507.9,3,7523.7,2366.183635,59679.21195,Jul,2023,23.2,15.9,21.7,24.5,91,83,4.2,44.79,244.2,11
5A/2,7.62,29,5A/2,Jul,170.915971,5762.851075,7.62,VP,"Nov,2021",47,0.05364686,19,4.526983,9.350595,0,80,1878.912992,4.95049505,5,0,18.43624161,24.38905515,3.910761155,8.077773173,33017.39539,144.78,1169.5,45783,81,310,1767,4,7068,2383.064297,80350.85623,Jul,2023,23.2,15.9,21.7,24.5,91,83,4.2,44.79,244.2,11
5B/1,4.18,30,5B/1,Jul,179.054827,3311.784683,4.18,VP,"May,2024",17,0.02942833,34,4.984755,6.239089,240,400,2283.530393,20.36659878,5.35,1,28.82407407,28.95953003,4.306220096,5.389811427,25678.39575,142.12,766,45765,196,310,2362.2,4,9448.8,2655.280837,49111.87563,Jul,2023,23.2,15.9,21.7,24.5,91,83,4.2,44.79,244.2,11
6A/1,2,12,6A/1,Jul,179.054827,1584.585972,2,VP,"Apr,2023",30,0.014080541,33,5.401998,8.032841,160,400,2974.170441,15.63721658,3.97,2,26.64285714,29.48689956,4.666666667,6.939393939,15632.99529,66,458,45818,143,310,1116,4,4464,2761.397497,24437.60834,Jul,2023,23.2,15.9,21.7,24.5,91,83,4.2,44.79,244.2,11
